,text,sentiment
1379,This is the coolest technology I purchased since putting Windows 10 on my new laptop. I love being able to use the microphone to ask questions and request music. Combined with my sound bar they blow everyone away that comes to visit me.,POSITIVE
1380,Does a great job allowing me to watch shows i want to watch,POSITIVE
1381,"The Kindle Voyage is always with my in my purse. It is light, compact and easy to hold. I still love hard cover books but now I don't have to carry around the books from my book club. Some of the books I would rather not have to keep up with anyway. And, I can jump back and forth between stories.",POSITIVE
1382,"A no frills budget tablet. Although it can do some light gaming, I would not recommend it for that, Its best at watching video, browsing the web and reading,",MIXED
1383,This is the most amazing thing!What can't it do? Say a command and instantly you'll get it. Incredible!!,POSITIVE
1384,very good product and service will refer a friend.,POSITIVE
1385,Purchased as a gift for 6yr old boy. He can now play all the games he wants without having to share with big brothers!!,POSITIVE
1386,does everything our other tablets do and more. Like the sharing across platforms.,POSITIVE
1387,Outstanding I love this device highly recommend it for anybody and everyone user-friendly,POSITIVE
1388,I love the options that you have with the fire box over other like products.,POSITIVE
1389,The Amazon fire tv is plug and play. Very easy to use,POSITIVE
1390,"For $35, its worth. The user interface is bit difficult to use and touch screen response is not as expected.",NEGATIVE
1391,This tablet is great for what it is! They were presents and they love them!,POSITIVE
1392,Always read paperback books so I didn't know if I would like this but I do alot,NEUTRAL
1393,I love this kindle! My old one lasted about two years before it died so hopefully this one will hang in a little longer because I use it all the time.,POSITIVE
1394,I bought it for my mother for Christmas and she loved it and she has not put it down since she has gotten it,POSITIVE
1395,My 8 yr old twin had a tablet previously and we have no idea where it's at. So this time around I didn't want to spend much but wanted her to be able to go to all her fav websites. So far I love it!,POSITIVE
1396,"After my grand kids fighting over my wife's Kindle in the car, we decided to get them each one for trips. Good first tablet",POSITIVE
1397,It is so easy to use even my 4 year old has been using it!,POSITIVE
1398,Bought this for my niece and she loves it. Great value for the money,POSITIVE
1399,"This version has some advantages and upgrades compared to the previous version, but it is missing the optical audio out. Outside of that the device works fine, just not a fan of Amazon's version of Android. Still a good deal for what it is.",MIXED
1400,I wrote the review previously thinking it was the Amazon fire. Turned out it was the case I reviewed. The Amazon Fire is a great alternative to the kindle and the case is sleek and not bulky.,POSITIVE
1401,"I ended up returning it after 15 days. The browser was too slow. I bought so I wouldn't have to look stuff up on my phone all the time. Ended up being slow, so I just ended up always using my phone.",NEGATIVE
1402,"My family loves our Amazon Echo and Alexa. She is used mostly for playing just about any song available, as well as weather reports, creating shopping and ToDo lists, and learning bits of trivia too.",POSITIVE
1403,Great item for my kids are you recommend it to anyone that wants to replace an iPad for their kids,POSITIVE
1404,I found it to be very versatile and enjoyable benefiting from a touch screen.,POSITIVE
1405,"Not so great unless you want to spending alot of money on amazon for everything, unable to download any google are android apps.",NEGATIVE
1406,"Durable, works great enjoy using it for books and audio books",POSITIVE
1407,Overall I wasn't too impressed with his tablet. Actually returned it for an iPad mini bc my kid like it better and it was easier to use.,NEGATIVE
1408,"i had purchase the Amason fire table for the grandkids and it works great, the kids are having alot of fun downloading games and playing them with the family.",POSITIVE
1409,this tablet works great for my 5 year old who likes to watch kid videos. Set parental locks and it works just like any of the 125- 200 dollar tablets.... for $50... my kid is happy and I am happy,POSITIVE
1410,My daughters had been talking about the Amazon Echo for a while! I made the decision to purchase them each one for Valentine's Day. They are loving it!,POSITIVE
1411,"I purchased three of these tablets to give away at work. So, while I don't have any firsthand experience, I have asked my team how they liked them.It uses the Amazon app store (of course), which is fine but doesn't even compare to the Google Play store. Even though, there are a lot of options and most big apps (Netflix, hulu, etc.) are all supported.There is also removable storage. It is very nice to be able to add a memory card to expand your memory. This is a feature a lot of tablets stopped offering.All in all, these tablets are in expensive but more reliable and sturdy than other knock off tablets from different brands. Amazon made a great bargain tablet.",MIXED
1412,Have an original kindle but need a new one and can use this outside,POSITIVE
1413,I bought one of these for me and my son. They are great tablets for the price. The resolution is great! Obviously you aren't getting the speed of a $600 or $700 tablet but I was surprised at how quick they were. I will continue to buy every new Amazon Fire tablet that comes out. You can't beat it for the price and you can upgrade every year if they make a new one. You could upgrade every year for more than 10 years for the price of one ipad.,POSITIVE
